,comments,TextBlob_polarity,TextBlob_subjectivity,TextBlob_label,BERT_label,BERT_score
382,being told how sorry a multibillionaire is about giving away your privacy,-0.5,1,negative,negative,0.926873744
383,it was a good run mark but times change,0.7,0.6,positive,neutral,0.665369928
384,they even messed up their marketplace its so pathetic now with all its ads,-1,1,negative,negative,0.970867515
385,i kinda hate snap for the disappearing messages to be honest its so annoying to have to save every message,-0.333333333,0.9,negative,negative,0.963675022
386,imagine this  you dont need facebook in your life you wont die either life will go on,0,0,neutral,negative,0.708532453
387,i like how zuckerbergs solution is literally ready player one,0.2,0.5,positive,positive,0.905520439
388,imagine meta rises again due to metaversr or something else,-0.125,0.375,negative,negative,0.755059481
389,partnered with luxottica the company famous for destroying glasses manufacturers,0.15,0.5,neutral,neutral,0.601640522
390,metaverse is not a new label term was coined in the 90s by niel stephenson and second life and imvu have been calling themselves metaverse since early 2000s,0.010606061,0.251515152,neutral,neutral,0.646579027
391,people keep making these videos and facebook is still kicking frustratingly,-0.4,0.9,negative,negative,0.969584227
392,zaryn  market  hustle,0,0,neutral,neutral,0.510223269
393,min 749 also lacks context advertisers still spend 80 of media budgets on facebook and that 20 includes snapchat and other platforms yes snapchats growth created competition but limited competition for fb but because its harder to monetize a younger audience sc has gotten a sliver of the paid social ad dollars fbmeta still gets the lion share in 2022,-0.052619048,0.116904762,negative,negative,0.939549387
394,i havent posted anything on my fb or ig in almost 10 years i use them solely for messenger meme harvesting and trolling trumpers and occasional breaking news in my feed its a shell of what it used to be,0,0.125,neutral,negative,0.797298193
395,i dont know how to use facebookmessengerinstagram meta makes them so complicated and deactivatingdeleting your socialmedia profiles is nearly impossible,-0.583333333,1,negative,negative,0.963092387
396,actually you know what would be genius if instead of being pervs and stealing our data they just had an ad category box for you to only pick ads youd like to watch on all apps looking for a table type table into the ad search bar if im gonna be forced to watch an ad anyway i might as well get to pick what im looking to purchase soon looking for a car type cars looking for a phone type phones looking for a kia sportage it will play exclusively kia ads or used car dealer ads showing a kia sportage looking for a house it will play zillow redfin  and home builder ads dont know where to get lunch let the ad box decide by typing lunch into the ad search bar and see what pops up next advert its not creepy and almost fun if u dont spy on users and let them see what theyre interested in,0.071428571,0.428571429,neutral,negative,0.860030174
397,facebook has become the old folks home on the internet to keep trying to stay relevant for a younger crowd that hasnt existed on facebook for the better part of a decade theres also the issue of facebook has changed its algorithm making everyones feed no longer chronological this has made the social media site worthless as a marketing platform for a small or large business the same goes for instagram which is also subsequently owned by facebook zuckerbergs business model has always been from the beginning to get people glued in so they can keep leaching data from people how else do you think theyve made money over the years ,0.017965368,0.3245671,neutral,negative,0.923851311
398,you have really great content hope your channel blows up,0.8,0.75,positive,positive,0.936621726
399,ultimately i dont see facebook winning this one especially with ar,0.166666667,0.916666667,neutral,neutral,0.645215273
400,im in the apple ecosystem my everyday ar experience would be better served by apple when they release that product,0.15,0.55,neutral,positive,0.816707134
401,lets not also forget how facebook automatically blocks me for 30 days for a meme that i posted 4 years ago,0,0,neutral,negative,0.734896064
402,not your cat,0,0,neutral,negative,0.704006255
403,he expects people to work in the metaverse and i find that hilarious  a lot companies cant deal with people working from home and zuckerberg thinks meta is going to become the next office  companies arent going to license the spaces and hardware so someone can show up to a virtual world as a dog and crunch numbers on a virtual screen that looks like a mushroom,0.25,0.5,positive,neutral,0.501615465
404,ill still never forgive facebook for driving myspace out so to hell with them lmao,0.05,1,neutral,negative,0.869517624
405,one thing i want to live in the same world as other people ,0.003787879,0.333333333,neutral,positive,0.738400161
406,crappy scam lawyer billboards yes please i dont want to get so far into an advertisingsearch results bubble that my landscape looks significantly different from that of others thats where we are now and it deadens the experience of life and the internet imo ever wonder why the internet used to be so fun because it wasnt filled with a ton of crap and anyone could access anything targeted content removes that privilege and we didnt get a chance to consent to it,0,0.7,neutral,negative,0.977538884
407,nicely put together video no unnecessary audio cuts because you werent precise reading your lines a natural sounding presentation thats so rare these days,0.32,0.8,positive,neutral,0.508235931
408,what a pleasure to see the collapse of facebook,0,0,neutral,positive,0.923464537
409,america desperately needs an amendment for privacy in the bill of rights  both sides of the aisle in congress continue to kick the ball away rather than putting some solid checks and balances in place  clearly the marketplace isnt going to protect us at least not quickly enough,-0.16,0.476666667,negative,negative,0.92640698
410,the way zuckerberg answers questions reminds me of that time justin trudeau was asked about singleuse plastics and nearly had a stroke trying to cobble together an answer,0.1,0.4,neutral,positive,0.892537773
411,mang vel khai,0,0,neutral,neutral,0.522095561
412,right on the money ,0.285714286,0.535714286,positive,neutral,0.53321296
413,you got yourself a subscriber sir,0,0,neutral,neutral,0.598778725
414,good video my two suggestions are related to audio practice your diction and be careful when editing your audio so as to not chop off the ends of words in an odd manner,0.108333333,0.5625,neutral,neutral,0.520383894
415,metaverse is going to fail too  briefly had an oculus quest 2 but was put off by motion sickness so sold it  now zuck has just raised the price meaning barrier to entry just got bigger  with everyones cost of living going up this is not a plan to encourage more people into the meta well this is going to be another hard fail from meta,-0.131944444,0.4125,negative,negative,0.974034369
416,i think zuck also really has no actual product to call himself a pioneer of something hes made his money stealing peoples and companys ideas he stole facebook and everything from there hes taken those ideas and put them into their apps theres a limit to this additionally you cant define what the future wants its all fluid you cant push the meta verse and expect people to buy into it immediately specially with such expensive headsets i could care less about the meta verse but if i had a readily accessible way to get to it right now i would but im not spending 1500 to access it,0.068290043,0.306709957,neutral,negative,0.950222909
417,facebook needs a new ceo ,0.136363636,0.454545455,neutral,neutral,0.605338275
418,well i truly can say that all ads ever presented to me on social has been crap sure sometimes they have been related to what i have been doing online but still crap i think this idea that ads can be tailored by tracking users is overrated,-0.213333333,0.591111111,negative,negative,0.98203516
419,this man cant go down fast enough,0.014814815,0.462962963,neutral,negative,0.787228823
420,facebook cant even compete with vr chat with user engagement when vr chat has so much community support,0.2,0.2,positive,negative,0.74892956
421,love seeing corporations fail,0,0.45,neutral,neutral,0.57892251
422,this should be something for elon to look at regarding truth in communications,0,0,neutral,neutral,0.5823102
423,meta is the friendstermyspace to whatever the hell is going to innovate on this expensive failure of a pivot ,-0.408333333,0.5,negative,negative,0.833807588
424,had they recognized that sunsetting the facebook brand by refocusing on an older demographiclate adopters while shifting to an acquisition model they may have been able to weather this google hasnt been a search engine company for most of its lifetime and then theres yahoo meta is yahoo,0.388888889,0.486111111,positive,negative,0.820709467
425,instagram stories is now as broken as the instagram feed with the amount of adds and irrelevant  content appearing in them as for facebook it basically doesnt work for me anymore infact i have only one device that i have instagram and facebook on and that stays at home and i dont ues the device for anything else,-0.3,0.8,negative,negative,0.980913103
426,one can only pretend and disguise that devicesmachines can be loving for so long before humans realize that they themselves are being converted into the machine welcome to the universal shift in human necessity for love and understanding,0.264285714,0.564285714,positive,neutral,0.590658665
427,the moment i see an ad i nope the f out of that i constantly report sponsored storries on fb as spam ^^ nowdays i hardly ever use fb or instagram and im looking to replace whatsapp with smh less big tech involved,-0.114583333,0.260416667,negative,negative,0.947141409
428,i hope this investment sinks facebag so deep the mark finds himself living among the campgrounds of california  the damage that these companies have done to the worlds mental health is staggering,-0.066666667,0.2,negative,negative,0.843545198
429,really good video essay good work,0.7,0.6,positive,positive,0.902921438
430,jack shiftymon stoutburn,0,0,neutral,neutral,0.539355338
431,i couldnt be anymore glad that facebook is going down,0.172222222,0.644444444,neutral,negative,0.832270205
432,why does facebook think we would want to be on the metaverse though lets say the idea does become popular you only need 1 start up company with a slighly less privacy infringing platform to outcompete meta,0.144444444,0.655555556,neutral,negative,0.879099488
433,i hope this is true i despise facebook,0.35,0.65,positive,negative,0.725275755
434,your video quality is so insane great work,-0.1,0.875,negative,positive,0.955954075
435,ray of light 62,0.4,0.7,positive,neutral,0.530485988
436,there will be no metaverse until you are able to work and make money in it ,0.5,0.625,positive,negative,0.806486785
437,if you spend money gained in the real world inside a virtual one that is already known with the name videogame,0.2,0.3,positive,neutral,0.531514764
438,the metaverse did not age well ,0,0,neutral,negative,0.894014597
439,and its only just over 6 months since you have posted this,0,1,neutral,neutral,0.6512568
440,facebook hasnt collapsed its going as strong as ever,0.433333333,0.733333333,positive,neutral,0.579567611
441,if you steal something from somebody you will lose it someday because it does not belong to you,0,0,neutral,negative,0.921084762
442,best breakdown on the subject ive heard thank you,0.416666667,0.316666667,positive,positive,0.893626451
443,facebook to me is now a rolodex of childhoodschool friends i dont talk to enough and groups that didnt want to make a discord,0,0.5,neutral,negative,0.939243138
444,woohoo lets goo were the generation that witnessed the downfall of meta facebook crumbling to death for good,0.7,0.6,positive,positive,0.834566772
445,im always a instagram user and recently i restarted to use fb more often since i joined some groups and i like to check new posts from the groups i just feel that strangers posts are always more interesting than those from people i know in real life,0.306060606,0.417424242,positive,positive,0.944342852
446,trevor does everything,0,0,neutral,neutral,0.696195364
447,facebook and instagram are terrible absolutely terrible,-1,1,negative,negative,0.960959136
448,blah di blah,0,0,neutral,negative,0.728042901
449,this was really informative,0.2,0.2,positive,positive,0.736298084
450,meta was a correct call because is also the hebrew word for death that reduced the golem a giant mass of clay held together by feces ,0,1,neutral,neutral,0.536593616
451,deleting my private social media accounts was one of the best decisions i made this year,0.344444444,0.247222222,positive,positive,0.930554032
452,1530 my first thought is anyone who has to advertise by telling you how much money they got for a previous client is out of the gate already shady,0.008333333,0.33125,neutral,negative,0.849146605
453,he stole facebook and then stole our privacy,0,0,neutral,negative,0.901650071
454,users must understand one thing ulimately advertisement is evil even the best targeted ads while being tailored to your most secret wishes only show you the best product or service for your wishes by accident what the ones that are shown to you all have in common is only thing they paid the most money for it the most money so your privacy is taken down in the most aggressive way imaginable most of the time the service will not be the best or even the cheapest it will just be the one that was willing to pay the most money to have your rights stripped from you that money ultimately comes from the users pocket because the vendor will charge you for his advertisement costs ever wondered why namebrand sodas are sometimes 2 times or 3 times more expensive  not the secret recipe and not the high quality ingredients it is just advertisement nothing else justifies the higher price all sodas are basically poisonous oversugared acids after all  but two of them pay lots of money for you to know about them and they charge you for this knowledge that you learned against your will this is advertisement in a nutshell remember it,0.20020202,0.594494949,positive,negative,0.960637748
455,facebookmeta whatever   had a better chance to get me interested if they just buy over boston dynamics and make that cute robot dog spot  super affordable,0.395833333,0.666666667,positive,neutral,0.548763752
456,but im glad they didnt cause boston dynamics creates amasing robots that the science field really could use for space missions and even cave systems here on earth or other environments hostile for humans,0.191666667,0.525,neutral,negative,0.959896088
457,054 this has to be the most uncomfortable 25 minutes or however long it took him to not answer her question that ive ever experienced,0.1875,0.7,neutral,negative,0.898025393
458,cant believe these videos dont have more views really great content,0.65,0.625,positive,negative,0.785677433
459,instagram got worse i wouldnt dare enable fb on a mobile phone meta is useless to me now,-0.45,0.4,negative,negative,0.972290218
460,i dont want to reduce mark zuckerberg merely to a snarky phrase such as redhead sped but he always remains an enigma in my eyes  obsessively focusing on the metaverse as he is said to have done seems on its face to make little sense when before this eyes he has the current state of his social media platform to deal with  he can resume by reverting facebooks interface and functionality to that of year 2008  ever since then the layout has grown more userunfriendly with every single change,-0.032227891,0.382993197,negative,neutral,0.639104187
461,using people information free of charge without consent to make money from was evil from the start no sympathy for the thieves in the end they messed with it so much they forgot what the people actually wanted and created junk,-0.1,0.525,negative,negative,0.97586751
462,id rather spend 1000 on valves vr set than the 100 or 200 on facebooks oculus,0,0,neutral,negative,0.803545296
463,i havent used facebook in over 5 years my ig time is way down whatsapp is the only meta product i like,-0.077777778,0.644444444,negative,negative,0.780606687
464,tbf the last chapter showcases augmented reality kits like google glass,0,0.066666667,neutral,positive,0.815711617
465,i cant imagine people chugging along with large headsets for an extended period of time the hardware needs to evolve a lot to be viable for the masses,0.214285714,0.428571429,positive,neutral,0.603054106
466,i see that your still new on youtube i was here with the first 10000 pretty sure this channel well do great love the vids very informational,0.376623377,0.618109668,positive,positive,0.969703019
467,i left faceblock because i was tired of being treated like a naughty child,-0.183333333,0.533333333,negative,negative,0.944135308
468,i dont see virtual reality ever becoming a thing at least not in its current state,0.05,0.55,neutral,negative,0.773925006
469,how is facebook not doing great out of all my platforms facebook is my number 1 choice and im on most of them facebook has the most engagement most revenue most effective marketing response,0.566666667,0.591666667,positive,positive,0.914454162
470,i am still in fb due to the fact the people i connect like family and friends and just use it for that service once my friends and family goes to a different platform i will as well i doubt old people like family would move to vr so yeah fb should make sure they keep those people if they start moving out they will be end up like multiply and myspace,0.095,0.412777778,neutral,positive,0.855570674
471,heres the thing  i dont like ads i dont care if theyre personalised to me i dont want to see them why the hell would i want to give over my personal data to see more personalised ads i use an ad blocker so i dont have to see the damn things ever at all period,0.25,0.4,positive,negative,0.964001715
472,metaverse with vr people may want some awesome  software that is like a theme park and if you want people to stay the theme park must be huge but to develop that lots of money is required vr glasses they need a great vr with a great customer base to convince investors and there are many vr technologies no standards vr glasses are not cheap computers are not cheap and a crisis is coming so expendable income might be reduced,0.2875,0.7875,positive,neutral,0.583851159
473,im 29 and i think the grand total of time ive ever spent with facebook apps is like one month combined ,0.133333333,0.616666667,neutral,positive,0.891452968
474,whatever utility you think youre getting from these things you either dont need it or theres an equivalent alternative dont waste your time with zuckerburks slop,-0.2,0,negative,negative,0.92789501
475,even creators are being forced to focus more on reels than other parts literally 90 of my traffic comes from reels now ,0.025,0.358333333,neutral,negative,0.947663486
476,the only way they could change the situation around is that zuckerberg would retire its current position and hire a new charismatic public figure,0.127272727,0.584242424,neutral,negative,0.849535644
477,instagram feeds are packed with influencer spam affiliate marketing softcore porn and advertisements accurate ,0.4,0.633333333,positive,negative,0.751610279
478,im pissed im among the niche vr enthusiasts the tech fascinates me and i want to see it grow in hardware and software facebook just had to choose our niche as a bet for the future and has brought us destroyed privacy walled gardens buying game studios and making their games exclusive to their platform scrapped projects for 2nd generation vr tech and lots of lots of children who are unironically ruining social vr fuck facebook,-0.153333333,0.238333333,negative,negative,0.969728827
479,to facebookmetaverse yeah you do you but hard no from me,-0.291666667,0.541666667,negative,negative,0.774172187
480,those so called geniuses think complete virtual reality is what ppl want what most ppl would want will most likely be augmented reality,0.275,0.6,positive,neutral,0.68664211
481,yes finally now productivity will rise up to normal at work,0.075,0.825,neutral,positive,0.805267155
482,dr izzt frizl phd,0,0,neutral,neutral,0.589876592
483,theyve certainly spidered out into many apps that keep reactivating facebook after i manually deactivate it on android where im root,0.357142857,0.535714286,positive,negative,0.808835387
484,at least well get a social network sequel,-0.133333333,0.233333333,negative,neutral,0.662930965
485,he stole email addresses and sent them to everyone requesting to be friends  thats how he  made facebook so powerful  he is a schemer and dishonest,0,0.75,neutral,negative,0.941410303
486,if their primary focus is advertising then this is doa,0.4,0.5,positive,neutral,0.678765535
487,mostly relevant but ive seldom seen someone drop the ball as hard as in the very of this video,0.102777778,0.580555556,neutral,neutral,0.623078406
488,sure sign that someone isnt paying any attention to whats going on in the world theyre still on facebook,0.5,0.888888889,positive,negative,0.79633379
489,mark had a chance to make meta the future in late 2019 but he didnt step aside and un nerd his stupid face from the plan so it will be a billy drop,-0.366666667,0.575,negative,negative,0.796702206
490,they werent laughing with him they were laughing at him,0,0,neutral,negative,0.850823641
491,good analysis i like these videos you need to re take some of the audio though takes away from an otherwise high quality video ,0.43,0.57,positive,positive,0.848147571
492,what goes up comes down  never think you will be always at top,0.172222222,0.394444444,neutral,positive,0.704115987
493,facebook sucks i post shit while drunk and regret it the next day i dont need it anymore my friends are just casual acquaintances and what they see is me acting a fool i have drunk texting for friends not some person i took a college course with,-0.285714286,0.566666667,negative,negative,0.974127889
494,at first they should make a version of the metaverse that wont look like a game from 2000,-0.075,0.366666667,negative,neutral,0.584517002
495,facebook is a wanna be monopoly but they lack one key trait innovation all they do is copy or buy out new platforms that appeal to new users and poach ones from old ones,0.093181818,0.527272727,neutral,negative,0.948443174
496,thats the reason they make those avatars on facebook in the past now it makes sense,-0.25,0.25,negative,positive,0.819165111
497,320  im not stuck with their products i stopped using them years ago you can too its easy i know i know youre afraid youll miss out on something maybe auntie beryl will share a cute cat picture or list some doilies on fb marketplace or something i promise there are plenty of places to get cat pictures and doilies if the people you talk to on messenger actually want to talk to you theyll find a way to do it without fb messenger facebook is not a critical underpinning of modern society no matter how much they tell you that they are,0.104761905,0.59047619,neutral,neutral,0.518508673
498,i had no idea they knew they were doing it,0,0,neutral,negative,0.787288368
499,heres a bold predictionzoomers will discover real life and the entire digital ecosystem will end up being a tiny fraction of what it is today,0.106666667,0.418333333,neutral,positive,0.867700458
500,what good has facebook contributed to the world  truthfully,0.6,0.55,positive,positive,0.914582968
501,8 months later the world is saying bye felicia to meta,0,0,neutral,positive,0.768996656
502,socially inept and bumbling awkwardness is a bizarre weakness for a merchant of communication and social connection,0.155555556,0.244444444,neutral,negative,0.956604898
503,facebook invading peoples privacy,0,0,neutral,negative,0.756123781
504,has the metaverse celebrated its 100th user yet,0.35,0.75,positive,positive,0.918653667
505,you can irritate a person for so long until they start to ignore you,-0.05,0.4,negative,negative,0.903099239
506,with increasing size of youtube videos from avg 10 mins to 30 mins also simultaneously suggests both short and long form video content is on the rise at the same time,-0.016666667,0.275,negative,positive,0.729217172
507,amazing content thank you,0.6,0.9,positive,positive,0.95582217
508,i use instagram and whatsapp but ive never gotten into facebook messenger is horrible,-1,1,negative,negative,0.973077357
509,so good well produced,0.7,0.6,positive,positive,0.918043852
510,we sell data and we proud of it  facebook,0.8,1,positive,positive,0.956758618
511,if facebook was smart it would have delayed its buyout of oculus until after a viable project had a hooked userbait  instead it just got its taint all over something else and killed it before it could reach potential  noone wants a facebook metaverse  the only way facebook will get its wish is to buy out someone elses successful go at it,0.160714286,0.61547619,neutral,negative,0.975368619
512,this guy deserves to lose everything he turned his back on the people who made him rich now we will turn our backs on him he allowed greed to end facebook like so many others before him,0.291666667,0.416666667,positive,positive,0.708376527
513,i have never had a fb account but many years ago a link led me to a fb page i noped the hell out and was shocked to receive an email from fb cs asking me if i wanted to open an account i freaked out replied to the email telling them to never ever bother me and they never did ,-0.066666667,0.6,negative,negative,0.937129855
514,considering how long ago this happened i have kind of been waiting for the churning waters of the internet to shove those those fb ads in my face and they havent yet which makes me happy yet somehow still manages to creep me right the hell out,0.227142857,0.747142857,positive,negative,0.745696068
515,the hidden leaf leaf_fluttering_in_wind,-0.166666667,0.333333333,negative,neutral,0.60038662
516,im sorry but their target audience or people that for most 18 to 23 year olds have never even had a facebook in the first place and if they did they only used it to sign in to some game that they played when they were younger so when half of your target audience has never even had your product in the first place and they are slowly starting to see the decline of a app that they used to like before you owned it im talking about instagram its safe to say that most of the people especially the older 24 to 29yearolds that used to have facebook just dont like facebook because these are the people that actually understand what facebook did unlike politicians  its safe to say that they are going to face plant before cable which is really sad to say for a company that was held in such high regards just 10 years ago,0.07,0.489259259,neutral,negative,0.915662169
517,fuckin beautiful video i knew my sub at 20k was gonna pay dividends good shit bruh bruh now for my hot take vr will not be the future for a long long time if ever however ar is 110 the future i think what you said still fits tho zuckerfuck looked around and realized given everything and the probabilities of a winning state in his favor he has to go for something deep in the future i will say he did get me to buy an oculus quest 2,0.181818182,0.506818182,neutral,neutral,0.538333893
518,stubb the hedgehog,0,0,neutral,neutral,0.5222736
519,i bought the quest 2 back when it was still oculus ive been waiting for apple to release their headset for the past 6 years and i see it as a device ill use till that comes out its good but id never buy the updated quest pro i just dont trust it,-0.0125,0.4625,negative,neutral,0.543759108
520,done 100 years in fb prison for the most tedious of excuses didnt bother installing the app on my new phone never looked back dont miss it,0.034090909,0.488636364,neutral,negative,0.889144957
521,too bad nintendo will beat fb to the punch in making vr affordable and mainstream,-0.7,0.666666667,negative,negative,0.812668681
522,mark in 2050 after facebook spies on people with flying drones all over the city and controls security cameras and self driving cars,0,0,neutral,neutral,0.556068778
523, you know we all make mistakes i made a mistake when i started this i only wanted to create a fun website for laughs i didnt know it was going to get this big and its overwhelming but i promise to you we are going to fix everything facebook is great,0.32,0.61,positive,positive,0.966284871
524,it me obed,0,0,neutral,negative,0.711722791
525,i can totally see the metaverse becoming popular but not if its run by facebook or if zucc is anywhere near it hes poison,0.2875,0.725,positive,negative,0.837757647
526,meta would be smart to push zuckerbot out,0.214285714,0.642857143,positive,negative,0.767053962
527,i hate every form of personalized advertising it is such a huge waste of money to show me advertising for stuff i already bought adblocking for the win,0.04,0.54,neutral,negative,0.973104239
528,i consider myself a vr enthusiast ive been into it for a few years now i will not buy a meta headset because i dont like how the company operates end of story,-0.2,0.1,negative,negative,0.874352694
529,looks like facebook will soon join myspace in corporate minor league,-0.025,0.1,negative,neutral,0.573469877
530,yeah marks so sorry hes wiping away his tears of regret with hundred dollar bills ,-0.5,1,negative,negative,0.701822162
531,seeing zuccs old interviews further strengthened my belief that he indeed is a lizard,0.05,0.35,neutral,positive,0.880996943
532,social media is like cancer to a normal happy way of like,0.327777778,0.572222222,positive,negative,0.74454087
533,this is fantastic and i hope it is true,0.375,0.775,positive,positive,0.977293193
534,they really ruined instagram too many ads,0.35,0.35,positive,negative,0.965505242
535,building stuff to help people communicate better   not so much anymore in fact his people are spending more time to ban and restrict members for violating community standards for what now seem to be fairly innocuous negative comments or criticisms and dont get me started about facebooks inability to recognize humor or sarcasm,0.32,0.5,positive,negative,0.97467196
536,i think a portion of your video is inaccurate firstly facebook can still track you even on ios14 but its mostly limited to just their own apps like what the users like and interact with across fb instagram whatsapp etc and secondly they have most likely gotten around the tracking block through web cookies as those arent local and accepting them on websites can give facebook a peak into that proverbial cookie jar whatever website you visit can still be accessed by facebook not to mention all the existing data they have on you already,0.182653061,0.425170068,neutral,negative,0.957123756
537,karma always catches up with those who deserve it facebook deserves it for being plainly evil malicious and greedy what a lovely day,-0.25,0.875,negative,positive,0.938365638
538,and then you go into the metaverse and realise its facebook vr ,0,0,neutral,neutral,0.667147934
539,mickenos thaiways and byways,0,0,neutral,neutral,0.593475521
540,google is going the same way a couple of e mail providers are also going the same way,0,0.125,neutral,negative,0.715669572
541,twist snakeankles vids,0,0,neutral,neutral,0.548298836
542,pretend youre zuckerberg youre this lizard man that quote got me xd,0,0,neutral,negative,0.830641031
543,older millennials grew up valuing transparency as a higher value younger ones ended and gen z valued privacy much more it was a generational reaction  to different things the bush administration made younger people value transparency however that lead under obama and his reforms to  much more freedom and data and transparency alot of people werent comfortable with that and wanted a more nuanced shift,0.257407407,0.414814815,positive,positive,0.794789791
544,325 you are not as connected as you think  ditching facebook was easy when i realised all it did was trigger me  i have been facebook free since the start of summer  i dont miss it and you wont either,0.416666667,0.816666667,positive,negative,0.72072351
545,reading a ton of the comments after this great clip one can only conclude that it seems that no matter what zuckerberg creates theres always the end user feeling of a massive breach of trust ,0.266666667,0.916666667,positive,neutral,0.571908712
546,youd think that people would eventually forget and move on like how certain politicians get away with things maybe its time for zuckerberg to step down has his face become synonymous with distrust,0.029365079,0.43015873,neutral,negative,0.832856476
547,armament armed arm,0,0,neutral,neutral,0.501794457
548,facebook should have ditched zuck a decade ago,0,0,neutral,negative,0.848972142
549,i have accounts on all sm platforms mainly so people can contact me on them if that need arises i dont post on them i certainly dont casually browse them i dont disclose any personal information on my profiles such as my age face or location to me they are mostly pointless garbage being kept alive by their users egos,-0.038435374,0.495918367,negative,negative,0.971794486
550,metaverse is lost on me i would never buy the vr headsets because a i actually like the real reality im living in now and b i get motion sickness so badly just thinking about that headset makes me want to chuck,-0.166666667,0.355555556,negative,negative,0.967989981
551,100 those facebook vr headsets are taking pictures of the room you have your setup in to try to scrounge any data they can from that on people that use them,0,0,neutral,negative,0.786779106
552,public target ads are a waste to me they cant do it good enough today then i dont think the future is that but if zuckingnuts dont see that posibility he might  be doomed more,0.166666667,0.298611111,neutral,negative,0.964128375
553,honestly facebook was kind of fun early on until about 2014 when all the fake news and toxicity blew up  deleted in 2020 and dont miss it at all,0.22,0.66,positive,neutral,0.515124083
554,developing an app is a long term stuff you learn how to develop an app and comply with society norm,-0.05,0.4,negative,positive,0.914435029
555,and mark is really sorry,-0.5,1,negative,negative,0.76755017
556,yeah sorry but i find this hard to believe,-0.395833333,0.770833333,negative,negative,0.832156122
557,he acts like he wants to become the owner of the entire world and wants to milk the money out of everything as much as possible,0.1,0.45625,neutral,neutral,0.583467185
558,the only nice thing about facebook is specific car groups and marketplace,0.2,0.708333333,positive,negative,0.856939316
559,but google listens to everything you say so they have a live feed to you on anything youd be interested in buying,0.193181818,0.5,neutral,neutral,0.549946964
560,awesome video thank you,1,1,positive,positive,0.942779839
561,i believe in the metaverse but no the one mark would come up with,0,0,neutral,negative,0.740193605
562,fast forward a month there are metaquest ads plastered all over basketball courts during the nba playoffs,0.2,0.6,positive,neutral,0.68160069
563,i dont have any interaction with any facebook products and i couldnt be happier,0,0,neutral,negative,0.92796582
564,ive heated messenger stories i didnt wanted having snapchat everywhere i wanted messenger to be messenger snapchat to be snapchat and facebook to be facebook,0,0,neutral,negative,0.814175427
565,deleted my fb account back in 2016 for reasons not related to this video looking back im glad i did when i did,0.125,0.35,neutral,negative,0.831331611
566,blabla something about privacy,0,0,neutral,negative,0.822628617
567,zuck  theres been a lot of sharing of information,0,0,neutral,positive,0.734947205
568,no one shared their private information with you zuck,0,0.375,neutral,negative,0.835814595
569,its been 8 month and hes still going strong  burn,0.433333333,0.733333333,positive,neutral,0.537694097
570,on paper facebooks features sound good but when put into reality its just a giant mess of stuff,0.23125,0.54375,positive,negative,0.966568708
571,to be honest when the ads started playing it was distracting and took away from your message quite a bit imo but then you synced up with the guy at 1539 and the lady after so kudos that was great,0.7,0.825,positive,negative,0.747110665
572,i have never been on facebook  i missed out on a lotthank god,0,0,neutral,neutral,0.504107893
573,cant remember when i last used it im tired of the constant hate and polarization,-0.3,0.5,negative,negative,0.858949125
574,i dont know what it is about zuckerberg that causes this reaction in me but when i see him on screen i feel a sense of its difficult to describe sort of how it looks when a dog has its hackles up kind of like that the dude gives me such a sense of unease,0.033333333,0.8,neutral,negative,0.749148726
575,if facebook really thinks reels are the future why do they suck sooooooo badly seriously reels are soo ridiculously glitchy like reels ever dont load correctly and often take longer to load than facebook allows so the reel times out before it even starts if reels are so important than theyre really really embarrassing themselves with the state theyre in right now,0.059863946,0.532482993,neutral,negative,0.980087042
576,currently metaverse is dumb because vr goggles can only be use in safe space  and not while doing anything else  this is more like an addon way to access their network but it seem like they are making  it is a primary way to access their network,0.170833333,0.566666667,neutral,negative,0.928936124
577,mr fluffy the pekingese,-0.2,0.4,negative,neutral,0.535471559
578,someone stole my instagram account and facebookmeta didnt helped me with this issue dont trust this company,0,0,neutral,negative,0.937145114
579,mark is living in some kind of fantasy if he thinks that most of its users really want an expensive vr headset to enter a poor version of what even the oldest of games offered as a virtual reality  his horizon world is a very bad looking virtual reality that very few people want especially its older members  so many people use their phones and many dont even have a desktop,0.036060606,0.566363636,neutral,negative,0.979502022
580,sooooo what youre saying is that instead of feeling irritated that facebook seems to think my age and gender means i care about nothing but clothes and having babies i should celebrate how badly their tracking of my actual interests has failed interesting,-0.175,0.391666667,negative,negative,0.964019895
581,josechu garca lpez,0,0,neutral,neutral,0.610892534
582,the metaverse makes me shiver scary things,-0.5,1,negative,neutral,0.653960943
583,im not saying that apple is a white knight either but i think their position is considerably closer to that of the consumer google facebook and a bunch of others are essentially advertising companies everything they do is purely to get people to view their ads,0.078571429,0.3125,neutral,negative,0.782196283
584,by contrast apple is a hardware company they make money from selling iphones alone sure they can collect and sell data but if they can get a whole tonne of people to buy iphones instead of the competition purely by not collecting data and not letting others collect data then that is far easier and far more profitable for them ,0.21547619,0.714814815,positive,neutral,0.524077892
585,i didnt even know instagram was owned by facebook,0,0,neutral,negative,0.818516195
586,quote these are both still advertising companies,0,0,neutral,neutral,0.609197497
